county,town,office,district,party,candidate,votes
Lamoille,JOHNSON,U.S. Senate,,Liberty Union,Peter Diamondstone,7
Lamoille,MORRISTOWN,U.S. Senate,,Liberty Union,Peter Diamondstone,21
Lamoille,STOWE,U.S. Senate,,Liberty Union,Peter Diamondstone,14
Lamoille,WATERVILLE,U.S. Senate,,Liberty Union,Peter Diamondstone,5
Lamoille,WOLCOTT,U.S. Senate,,Liberty Union,Peter Diamondstone,5
Orange,BRADFORD,U.S. Senate,,Liberty Union,Peter Diamondstone,9
Orange,BRAINTREE,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Orange,BROOKFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Orange,CHELSEA,U.S. Senate,,Liberty Union,Peter Diamondstone,7
Orange,CORINTH,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Orange,FAIRLEE,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Orange,NEWBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,18
Orange,ORANGE,U.S. Senate,,Liberty Union,Peter Diamondstone,0
Orange,RANDOLPH,U.S. Senate,,Liberty Union,Peter Diamondstone,23
Orange,STRAFFORD,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Orange,THETFORD,U.S. Senate,,Liberty Union,Peter Diamondstone,14
Orange,TOPSHAM,U.S. Senate,,Liberty Union,Peter Diamondstone,4
Orange,TUNBRIDGE,U.S. Senate,,Liberty Union,Peter Diamondstone,9
Orange,VERSHIRE,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Orange,WASHINGTON,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Orange,WEST FAIRLEE,U.S. Senate,,Liberty Union,Peter Diamondstone,6
Orange,WILLIAMSTOWN,U.S. Senate,,Liberty Union,Peter Diamondstone,17
Orleans,ALBANY,U.S. Senate,,Liberty Union,Peter Diamondstone,5
Orleans,BARTON,U.S. Senate,,Liberty Union,Peter Diamondstone,5
Orleans,BROWNINGTON,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Orleans,CHARLESTON,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Orleans,COVENTRY,U.S. Senate,,Liberty Union,Peter Diamondstone,1
Orleans,CRAFTSBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,15
Orleans,DERBY,U.S. Senate,,Liberty Union,Peter Diamondstone,15
Orleans,GLOVER,U.S. Senate,,Liberty Union,Peter Diamondstone,6
Orleans,GREENSBORO,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Orleans,HOLLAND,U.S. Senate,,Liberty Union,Peter Diamondstone,4
Orleans,IRASBURG,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Orleans,JAY,U.S. Senate,,Liberty Union,Peter Diamondstone,0
Orleans,LOWELL,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Orleans,MORGAN,U.S. Senate,,Liberty Union,Peter Diamondstone,5
Orleans,NEWPORT CITY,U.S. Senate,,Liberty Union,Peter Diamondstone,13
Orleans,NEWPORT TOWN,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Orleans,TROY,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Orleans,WESTFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,4
Orleans,WESTMORE,U.S. Senate,,Liberty Union,Peter Diamondstone,4
Rutland,BENSON,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Rutland,BRANDON,U.S. Senate,,Liberty Union,Peter Diamondstone,9
Rutland,CASTLETON,U.S. Senate,,Liberty Union,Peter Diamondstone,15
Rutland,CHITTENDEN,U.S. Senate,,Liberty Union,Peter Diamondstone,6
Rutland,CLARENDON,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Rutland,DANBY,U.S. Senate,,Liberty Union,Peter Diamondstone,7
Rutland,FAIR HAVEN,U.S. Senate,,Liberty Union,Peter Diamondstone,10
Rutland,HUBBARDTON,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Rutland,IRA,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Rutland,KILLINGTON,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Rutland,MENDON,U.S. Senate,,Liberty Union,Peter Diamondstone,5
Rutland,MIDDLETOWN SPRINGS,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Rutland,MOUNT HOLLY,U.S. Senate,,Liberty Union,Peter Diamondstone,9
Rutland,MOUNT TABOR,U.S. Senate,,Liberty Union,Peter Diamondstone,1
Rutland,PAWLET,U.S. Senate,,Liberty Union,Peter Diamondstone,7
Rutland,PITTSFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,0
Rutland,PITTSFORD,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Rutland,POULTNEY,U.S. Senate,,Liberty Union,Peter Diamondstone,20
Rutland,PROCTOR,U.S. Senate,,Liberty Union,Peter Diamondstone,1
Rutland,RUTLAND CITY,U.S. Senate,,Liberty Union,Peter Diamondstone,63
Rutland,RUTLAND TOWN,U.S. Senate,,Liberty Union,Peter Diamondstone,12
Rutland,SHREWSBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,6
Rutland,SUDBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Rutland,TINMOUTH,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Rutland,WALLINGFORD,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Rutland,WELLS,U.S. Senate,,Liberty Union,Peter Diamondstone,4
Rutland,WEST HAVEN,U.S. Senate,,Liberty Union,Peter Diamondstone,0
Rutland,WEST RUTLAND,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Washington,BARRE CITY,U.S. Senate,,Liberty Union,Peter Diamondstone,28
Washington,BARRE TOWN,U.S. Senate,,Liberty Union,Peter Diamondstone,22
Washington,BERLIN,U.S. Senate,,Liberty Union,Peter Diamondstone,17
Washington,CABOT,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Washington,CALAIS,U.S. Senate,,Liberty Union,Peter Diamondstone,16
Washington,DUXBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,10
Washington,EAST MONTPELIER,U.S. Senate,,Liberty Union,Peter Diamondstone,19
Washington,FAYSTON,U.S. Senate,,Liberty Union,Peter Diamondstone,5
Washington,MARSHFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,14
Washington,MIDDLESEX,U.S. Senate,,Liberty Union,Peter Diamondstone,11
Washington,MONTPELIER,U.S. Senate,,Liberty Union,Peter Diamondstone,52
Washington,MORETOWN,U.S. Senate,,Liberty Union,Peter Diamondstone,11
Washington,NORTHFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,20
Washington,PLAINFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,13
Washington,ROXBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,7
Washington,WAITSFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,10
Washington,WARREN,U.S. Senate,,Liberty Union,Peter Diamondstone,9
Washington,WATERBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,17
Washington,WOODBURY,U.S. Senate,,Liberty Union,Peter Diamondstone,44
Washington,WORCESTER,U.S. Senate,,Liberty Union,Peter Diamondstone,12
Windham,ATHENS,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Windham,BRATTLEBORO,U.S. Senate,,Liberty Union,Peter Diamondstone,243
Windham,BROOKLINE,U.S. Senate,,Liberty Union,Peter Diamondstone,10
Windham,DOVER,U.S. Senate,,Liberty Union,Peter Diamondstone,21
Windham,DUMMERSTON,U.S. Senate,,Liberty Union,Peter Diamondstone,46
Windham,GRAFTON,U.S. Senate,,Liberty Union,Peter Diamondstone,12
Windham,GUILFORD,U.S. Senate,,Liberty Union,Peter Diamondstone,38
Windham,HALIFAX,U.S. Senate,,Liberty Union,Peter Diamondstone,14
Windham,JAMAICA,U.S. Senate,,Liberty Union,Peter Diamondstone,10
Windham,LONDONDERRY,U.S. Senate,,Liberty Union,Peter Diamondstone,12
Windham,MARLBORO,U.S. Senate,,Liberty Union,Peter Diamondstone,20
Windham,NEWFANE,U.S. Senate,,Liberty Union,Peter Diamondstone,34
Windham,PUTNEY,U.S. Senate,,Liberty Union,Peter Diamondstone,48
Windham,ROCKINGHAM,U.S. Senate,,Liberty Union,Peter Diamondstone,39
Windham,STRATTON,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Windham,TOWNSHEND,U.S. Senate,,Liberty Union,Peter Diamondstone,31
Windham,VERNON,U.S. Senate,,Liberty Union,Peter Diamondstone,38
Windham,WARDSBORO,U.S. Senate,,Liberty Union,Peter Diamondstone,6
Windham,WESTMINSTER,U.S. Senate,,Liberty Union,Peter Diamondstone,42
Windham,WHITINGHAM,U.S. Senate,,Liberty Union,Peter Diamondstone,13
Windham,WILMINGTON,U.S. Senate,,Liberty Union,Peter Diamondstone,17
Windham,WINDHAM,U.S. Senate,,Liberty Union,Peter Diamondstone,11
Windsor,ANDOVER,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Windsor,BALTIMORE,U.S. Senate,,Liberty Union,Peter Diamondstone,1
Windsor,BARNARD,U.S. Senate,,Liberty Union,Peter Diamondstone,4
Windsor,BETHEL,U.S. Senate,,Liberty Union,Peter Diamondstone,12
Windsor,BRIDGEWATER,U.S. Senate,,Liberty Union,Peter Diamondstone,7
Windsor,CAVENDISH,U.S. Senate,,Liberty Union,Peter Diamondstone,8
Windsor,CHESTER,U.S. Senate,,Liberty Union,Peter Diamondstone,13
Windsor,HARTFORD,U.S. Senate,,Liberty Union,Peter Diamondstone,41
Windsor,HARTLAND,U.S. Senate,,Liberty Union,Peter Diamondstone,15
Windsor,LUDLOW,U.S. Senate,,Liberty Union,Peter Diamondstone,14
Windsor,NORWICH,U.S. Senate,,Liberty Union,Peter Diamondstone,11
Windsor,PLYMOUTH,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Windsor,POMFRET,U.S. Senate,,Liberty Union,Peter Diamondstone,4
Windsor,READING,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Windsor,ROCHESTER,U.S. Senate,,Liberty Union,Peter Diamondstone,7
Windsor,ROYALTON,U.S. Senate,,Liberty Union,Peter Diamondstone,13
Windsor,SHARON,U.S. Senate,,Liberty Union,Peter Diamondstone,9
Windsor,SPRINGFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,48
Windsor,STOCKBRIDGE,U.S. Senate,,Liberty Union,Peter Diamondstone,2
Windsor,WEATHERSFIELD,U.S. Senate,,Liberty Union,Peter Diamondstone,18
Windsor,WEST WINDSOR,U.S. Senate,,Liberty Union,Peter Diamondstone,6
Windsor,WESTON,U.S. Senate,,Liberty Union,Peter Diamondstone,3
Windsor,WINDSOR,U.S. Senate,,Liberty Union,Peter Diamondstone,13
Windsor,WOODSTOCK,U.S. Senate,,Liberty Union,Peter Diamondstone,14
Addison,ADDISON,U.S. Senate,,Republican,Scott Milne,391
Addison,BRIDPORT,U.S. Senate,,Republican,Scott Milne,321
Addison,BRISTOL,U.S. Senate,,Republican,Scott Milne,666
Addison,CORNWALL,U.S. Senate,,Republican,Scott Milne,187
Addison,FERRISBURGH,U.S. Senate,,Republican,Scott Milne,594
Addison,GOSHEN,U.S. Senate,,Republican,Scott Milne,41
Addison,GRANVILLE,U.S. Senate,,Republican,Scott Milne,36
Addison,HANCOCK,U.S. Senate,,Republican,Scott Milne,64
Addison,LEICESTER,U.S. Senate,,Republican,Scott Milne,211
Addison,LINCOLN,U.S. Senate,,Republican,Scott Milne,210
Addison,MIDDLEBURY,U.S. Senate,,Republican,Scott Milne,800
Addison,MONKTON,U.S. Senate,,Republican,Scott Milne,405
Addison,NEW HAVEN,U.S. Senate,,Republican,Scott Milne,410
Addison,ORWELL,U.S. Senate,,Republican,Scott Milne,318
Addison,PANTON,U.S. Senate,,Republican,Scott Milne,150
Addison,RIPTON,U.S. Senate,,Republican,Scott Milne,62
Addison,SALISBURY,U.S. Senate,,Republican,Scott Milne,206
Addison,SHOREHAM,U.S. Senate,,Republican,Scott Milne,236
Addison,STARKSBORO,U.S. Senate,,Republican,Scott Milne,310
Addison,VERGENNES,U.S. Senate,,Republican,Scott Milne,391
Addison,WALTHAM,U.S. Senate,,Republican,Scott Milne,98
Addison,WEYBRIDGE,U.S. Senate,,Republican,Scott Milne,120
Addison,WHITING,U.S. Senate,,Republican,Scott Milne,67
Bennington,ARLINGTON,U.S. Senate,,Republican,Scott Milne,432
Bennington,BENNINGTON,U.S. Senate,,Republican,Scott Milne,1654
Bennington,DORSET,U.S. Senate,,Republican,Scott Milne,409
Bennington,LANDGROVE,U.S. Senate,,Republican,Scott Milne,39
Bennington,MANCHESTER,U.S. Senate,,Republican,Scott Milne,827
Bennington,PERU,U.S. Senate,,Republican,Scott Milne,69
Bennington,POWNAL,U.S. Senate,,Republican,Scott Milne,510
Bennington,READSBORO,U.S. Senate,,Republican,Scott Milne,127
Bennington,RUPERT,U.S. Senate,,Republican,Scott Milne,130
Bennington,SANDGATE,U.S. Senate,,Republican,Scott Milne,85
Bennington,SEARSBURG,U.S. Senate,,Republican,Scott Milne,29
Bennington,SHAFTSBURY,U.S. Senate,,Republican,Scott Milne,642
Bennington,STAMFORD,U.S. Senate,,Republican,Scott Milne,182
Bennington,SUNDERLAND,U.S. Senate,,Republican,Scott Milne,176
Bennington,WINHALL,U.S. Senate,,Republican,Scott Milne,167
Bennington,WOODFORD,U.S. Senate,,Republican,Scott Milne,49
Caledonia,BARNET,U.S. Senate,,Republican,Scott Milne,367
Caledonia,BURKE,U.S. Senate,,Republican,Scott Milne,355
Caledonia,DANVILLE,U.S. Senate,,Republican,Scott Milne,575
Caledonia,GROTON,U.S. Senate,,Republican,Scott Milne,257
Caledonia,HARDWICK,U.S. Senate,,Republican,Scott Milne,514
Caledonia,KIRBY,U.S. Senate,,Republican,Scott Milne,106
Caledonia,LYNDON,U.S. Senate,,Republican,Scott Milne,927
Caledonia,NEWARK,U.S. Senate,,Republican,Scott Milne,125
Caledonia,PEACHAM,U.S. Senate,,Republican,Scott Milne,168
Caledonia,RYEGATE,U.S. Senate,,Republican,Scott Milne,242
Caledonia,SAINT JOHNSBURY,U.S. Senate,,Republican,Scott Milne,1174
Caledonia,SHEFFIELD,U.S. Senate,,Republican,Scott Milne,125
Caledonia,STANNARD,U.S. Senate,,Republican,Scott Milne,25
Caledonia,SUTTON,U.S. Senate,,Republican,Scott Milne,212
Caledonia,WALDEN,U.S. Senate,,Republican,Scott Milne,186
Caledonia,WATERFORD,U.S. Senate,,Republican,Scott Milne,392
Caledonia,WHEELOCK,U.S. Senate,,Republican,Scott Milne,160
Chittenden,BOLTON,U.S. Senate,,Republican,Scott Milne,219
Chittenden,BURLINGTON,U.S. Senate,,Republican,Scott Milne,2540
Chittenden,CHARLOTTE,U.S. Senate,,Republican,Scott Milne,679
Chittenden,COLCHESTER,U.S. Senate,,Republican,Scott Milne,2556
Chittenden,ESSEX,U.S. Senate,,Republican,Scott Milne,3528
Chittenden,HINESBURG,U.S. Senate,,Republican,Scott Milne,736
Chittenden,HUNTINGTON,U.S. Senate,,Republican,Scott Milne,271
Chittenden,JERICHO,U.S. Senate,,Republican,Scott Milne,1062
Chittenden,MILTON,U.S. Senate,,Republican,Scott Milne,2171
Chittenden,RICHMOND,U.S. Senate,,Republican,Scott Milne,660
Chittenden,SAINT GEORGE,U.S. Senate,,Republican,Scott Milne,113
Chittenden,SHELBURNE,U.S. Senate,,Republican,Scott Milne,1214
Chittenden,SOUTH BURLINGTON,U.S. Senate,,Republican,Scott Milne,2552
Chittenden,UNDERHILL,U.S. Senate,,Republican,Scott Milne,573
Chittenden,WESTFORD,U.S. Senate,,Republican,Scott Milne,420
Chittenden,WILLISTON,U.S. Senate,,Republican,Scott Milne,1754
Chittenden,WINOOSKI,U.S. Senate,,Republican,Scott Milne,606
Essex,BLOOMFIELD,U.S. Senate,,Republican,Scott Milne,44
Essex,BRIGHTON,U.S. Senate,,Republican,Scott Milne,239
Essex,BRUNSWICK,U.S. Senate,,Republican,Scott Milne,25
Essex,CANAAN,U.S. Senate,,Republican,Scott Milne,172
Essex,CONCORD,U.S. Senate,,Republican,Scott Milne,298
Essex,EAST HAVEN,U.S. Senate,,Republican,Scott Milne,60
Essex,GRANBY,U.S. Senate,,Republican,Scott Milne,13
Essex,GUILDHALL,U.S. Senate,,Republican,Scott Milne,72
Essex,LEMINGTON,U.S. Senate,,Republican,Scott Milne,26
Essex,LUNENBURG,U.S. Senate,,Republican,Scott Milne,277
Essex,MAIDSTONE,U.S. Senate,,Republican,Scott Milne,52
Essex,NORTON,U.S. Senate,,Republican,Scott Milne,42
Essex,VICTORY,U.S. Senate,,Republican,Scott Milne,36
Franklin,BAKERSFIELD,U.S. Senate,,Republican,Scott Milne,202
Franklin,BERKSHIRE,U.S. Senate,,Republican,Scott Milne,272
Franklin,ENOSBURGH,U.S. Senate,,Republican,Scott Milne,401
Franklin,FAIRFAX,U.S. Senate,,Republican,Scott Milne,1023
Franklin,FAIRFIELD,U.S. Senate,,Republican,Scott Milne,320
Franklin,FLETCHER,U.S. Senate,,Republican,Scott Milne,248
Franklin,FRANKLIN,U.S. Senate,,Republican,Scott Milne,304
Franklin,GEORGIA,U.S. Senate,,Republican,Scott Milne,1086
Franklin,HIGHGATE,U.S. Senate,,Republican,Scott Milne,651
Franklin,MONTGOMERY,U.S. Senate,,Republican,Scott Milne,210
Franklin,RICHFORD,U.S. Senate,,Republican,Scott Milne,322
Franklin,SAINT ALBANS CITY,U.S. Senate,,Republican,Scott Milne,773
Franklin,SAINT ALBANS TOWN,U.S. Senate,,Republican,Scott Milne,1229
Franklin,SHELDON,U.S. Senate,,Republican,Scott Milne,359
Franklin,SWANTON,U.S. Senate,,Republican,Scott Milne,1126
Grand Isle,ALBURGH,U.S. Senate,,Republican,Scott Milne,353
Grand Isle,GRAND ISLE,U.S. Senate,,Republican,Scott Milne,457
Grand Isle,ISLE LA MOTTE,U.S. Senate,,Republican,Scott Milne,133
Grand Isle,NORTH HERO,U.S. Senate,,Republican,Scott Milne,256
Grand Isle,SOUTH HERO,U.S. Senate,,Republican,Scott Milne,357
Lamoille,BELVIDERE,U.S. Senate,,Republican,Scott Milne,80
Lamoille,CAMBRIDGE,U.S. Senate,,Republican,Scott Milne,580
Lamoille,EDEN,U.S. Senate,,Republican,Scott Milne,247
Lamoille,ELMORE,U.S. Senate,,Republican,Scott Milne,168
Lamoille,HYDE PARK,U.S. Senate,,Republican,Scott Milne,555
Lamoille,JOHNSON,U.S. Senate,,Republican,Scott Milne,420
Lamoille,MORRISTOWN,U.S. Senate,,Republican,Scott Milne,870
Lamoille,STOWE,U.S. Senate,,Republican,Scott Milne,791
Lamoille,WATERVILLE,U.S. Senate,,Republican,Scott Milne,168
Lamoille,WOLCOTT,U.S. Senate,,Republican,Scott Milne,284
Orange,BRADFORD,U.S. Senate,,Republican,Scott Milne,433
Orange,BRAINTREE,U.S. Senate,,Republican,Scott Milne,241
Orange,BROOKFIELD,U.S. Senate,,Republican,Scott Milne,324
Orange,CHELSEA,U.S. Senate,,Republican,Scott Milne,336
Orange,CORINTH,U.S. Senate,,Republican,Scott Milne,282
Orange,FAIRLEE,U.S. Senate,,Republican,Scott Milne,185
Orange,NEWBURY,U.S. Senate,,Republican,Scott Milne,406
Orange,ORANGE,U.S. Senate,,Republican,Scott Milne,298
Orange,RANDOLPH,U.S. Senate,,Republican,Scott Milne,857
Orange,STRAFFORD,U.S. Senate,,Republican,Scott Milne,158
Orange,THETFORD,U.S. Senate,,Republican,Scott Milne,387
Orange,TOPSHAM,U.S. Senate,,Republican,Scott Milne,307
Orange,TUNBRIDGE,U.S. Senate,,Republican,Scott Milne,298
Orange,VERSHIRE,U.S. Senate,,Republican,Scott Milne,118
Orange,WASHINGTON,U.S. Senate,,Republican,Scott Milne,327
Orange,WEST FAIRLEE,U.S. Senate,,Republican,Scott Milne,100
Orange,WILLIAMSTOWN,U.S. Senate,,Republican,Scott Milne,766
Orleans,ALBANY,U.S. Senate,,Republican,Scott Milne,196
Orleans,BARTON,U.S. Senate,,Republican,Scott Milne,441
Orleans,BROWNINGTON,U.S. Senate,,Republican,Scott Milne,175
Orleans,CHARLESTON,U.S. Senate,,Republican,Scott Milne,199
Orleans,COVENTRY,U.S. Senate,,Republican,Scott Milne,215
Orleans,CRAFTSBURY,U.S. Senate,,Republican,Scott Milne,189
Orleans,DERBY,U.S. Senate,,Republican,Scott Milne,980
Orleans,GLOVER,U.S. Senate,,Republican,Scott Milne,232
Orleans,GREENSBORO,U.S. Senate,,Republican,Scott Milne,117
Orleans,HOLLAND,U.S. Senate,,Republican,Scott Milne,166
Orleans,IRASBURG,U.S. Senate,,Republican,Scott Milne,292
Orleans,JAY,U.S. Senate,,Republican,Scott Milne,72
Orleans,LOWELL,U.S. Senate,,Republican,Scott Milne,215
Orleans,MORGAN,U.S. Senate,,Republican,Scott Milne,197
Orleans,NEWPORT CITY,U.S. Senate,,Republican,Scott Milne,634
Orleans,NEWPORT TOWN,U.S. Senate,,Republican,Scott Milne,341
Orleans,TROY,U.S. Senate,,Republican,Scott Milne,303
Orleans,WESTFIELD,U.S. Senate,,Republican,Scott Milne,130
Orleans,WESTMORE,U.S. Senate,,Republican,Scott Milne,105
Rutland,BENSON,U.S. Senate,,Republican,Scott Milne,224
Rutland,BRANDON,U.S. Senate,,Republican,Scott Milne,740
Rutland,CASTLETON,U.S. Senate,,Republican,Scott Milne,759
Rutland,CHITTENDEN,U.S. Senate,,Republican,Scott Milne,334
Rutland,CLARENDON,U.S. Senate,,Republican,Scott Milne,633
Rutland,DANBY,U.S. Senate,,Republican,Scott Milne,299
Rutland,FAIR HAVEN,U.S. Senate,,Republican,Scott Milne,506
Rutland,HUBBARDTON,U.S. Senate,,Republican,Scott Milne,168
Rutland,IRA,U.S. Senate,,Republican,Scott Milne,123
Rutland,KILLINGTON,U.S. Senate,,Republican,Scott Milne,254
Rutland,MENDON,U.S. Senate,,Republican,Scott Milne,301
Rutland,MIDDLETOWN SPRINGS,U.S. Senate,,Republican,Scott Milne,195
Rutland,MOUNT HOLLY,U.S. Senate,,Republican,Scott Milne,316
Rutland,MOUNT TABOR,U.S. Senate,,Republican,Scott Milne,41
Rutland,PAWLET,U.S. Senate,,Republican,Scott Milne,282
Rutland,PITTSFIELD,U.S. Senate,,Republican,Scott Milne,117
Rutland,PITTSFORD,U.S. Senate,,Republican,Scott Milne,720
Rutland,POULTNEY,U.S. Senate,,Republican,Scott Milne,565
Rutland,PROCTOR,U.S. Senate,,Republican,Scott Milne,339
Rutland,RUTLAND CITY,U.S. Senate,,Republican,Scott Milne,2698
Rutland,RUTLAND TOWN,U.S. Senate,,Republican,Scott Milne,1024
Rutland,SHREWSBURY,U.S. Senate,,Republican,Scott Milne,276
Rutland,SUDBURY,U.S. Senate,,Republican,Scott Milne,132
Rutland,TINMOUTH,U.S. Senate,,Republican,Scott Milne,118
Rutland,WALLINGFORD,U.S. Senate,,Republican,Scott Milne,491
Rutland,WELLS,U.S. Senate,,Republican,Scott Milne,286
Rutland,WEST HAVEN,U.S. Senate,,Republican,Scott Milne,64
Rutland,WEST RUTLAND,U.S. Senate,,Republican,Scott Milne,487
Washington,BARRE CITY,U.S. Senate,,Republican,Scott Milne,1279
Washington,BARRE TOWN,U.S. Senate,,Republican,Scott Milne,2225
Washington,BERLIN,U.S. Senate,,Republican,Scott Milne,581
Washington,CABOT,U.S. Senate,,Republican,Scott Milne,285
Washington,CALAIS,U.S. Senate,,Republican,Scott Milne,247
Washington,DUXBURY,U.S. Senate,,Republican,Scott Milne,280
Washington,EAST MONTPELIER,U.S. Senate,,Republican,Scott Milne,429
Washington,FAYSTON,U.S. Senate,,Republican,Scott Milne,201
Washington,MARSHFIELD,U.S. Senate,,Republican,Scott Milne,317
Washington,MIDDLESEX,U.S. Senate,,Republican,Scott Milne,283
Washington,MONTPELIER,U.S. Senate,,Republican,Scott Milne,728
Washington,MORETOWN,U.S. Senate,,Republican,Scott Milne,279
Washington,NORTHFIELD,U.S. Senate,,Republican,Scott Milne,837
Washington,PLAINFIELD,U.S. Senate,,Republican,Scott Milne,180
Washington,ROXBURY,U.S. Senate,,Republican,Scott Milne,139
Washington,WAITSFIELD,U.S. Senate,,Republican,Scott Milne,275
Washington,WARREN,U.S. Senate,,Republican,Scott Milne,249
Washington,WATERBURY,U.S. Senate,,Republican,Scott Milne,780
Washington,WOODBURY,U.S. Senate,,Republican,Scott Milne,175
Washington,WORCESTER,U.S. Senate,,Republican,Scott Milne,145
Windham,ATHENS,U.S. Senate,,Republican,Scott Milne,48
Windham,BRATTLEBORO,U.S. Senate,,Republican,Scott Milne,873
Windham,BROOKLINE,U.S. Senate,,Republican,Scott Milne,78
Windham,DOVER,U.S. Senate,,Republican,Scott Milne,276
Windham,DUMMERSTON,U.S. Senate,,Republican,Scott Milne,232
Windham,GRAFTON,U.S. Senate,,Republican,Scott Milne,137
Windham,GUILFORD,U.S. Senate,,Republican,Scott Milne,254
Windham,HALIFAX,U.S. Senate,,Republican,Scott Milne,162
Windham,JAMAICA,U.S. Senate,,Republican,Scott Milne,141
Windham,LONDONDERRY,U.S. Senate,,Republican,Scott Milne,318
Windham,MARLBORO,U.S. Senate,,Republican,Scott Milne,89
Windham,NEWFANE,U.S. Senate,,Republican,Scott Milne,218
Windham,PUTNEY,U.S. Senate,,Republican,Scott Milne,196
Windham,ROCKINGHAM,U.S. Senate,,Republican,Scott Milne,504
Windham,STRATTON,U.S. Senate,,Republican,Scott Milne,56
Windham,TOWNSHEND,U.S. Senate,,Republican,Scott Milne,180
Windham,VERNON,U.S. Senate,,Republican,Scott Milne,501
Windham,WARDSBORO,U.S. Senate,,Republican,Scott Milne,127
Windham,WESTMINSTER,U.S. Senate,,Republican,Scott Milne,343
Windham,WHITINGHAM,U.S. Senate,,Republican,Scott Milne,261
Windham,WILMINGTON,U.S. Senate,,Republican,Scott Milne,326
Windham,WINDHAM,U.S. Senate,,Republican,Scott Milne,90
Windsor,ANDOVER,U.S. Senate,,Republican,Scott Milne,135
Windsor,BALTIMORE,U.S. Senate,,Republican,Scott Milne,54
Windsor,BARNARD,U.S. Senate,,Republican,Scott Milne,200
Windsor,BETHEL,U.S. Senate,,Republican,Scott Milne,352
Windsor,BRIDGEWATER,U.S. Senate,,Republican,Scott Milne,198
Windsor,CAVENDISH,U.S. Senate,,Republican,Scott Milne,271
Windsor,CHESTER,U.S. Senate,,Republican,Scott Milne,542
Windsor,HARTFORD,U.S. Senate,,Republican,Scott Milne,1611
Windsor,HARTLAND,U.S. Senate,,Republican,Scott Milne,616
Windsor,LUDLOW,U.S. Senate,,Republican,Scott Milne,408
Windsor,NORWICH,U.S. Senate,,Republican,Scott Milne,297
Windsor,PLYMOUTH,U.S. Senate,,Republican,Scott Milne,147
Windsor,POMFRET,U.S. Senate,,Republican,Scott Milne,219
Windsor,READING,U.S. Senate,,Republican,Scott Milne,132
Windsor,ROCHESTER,U.S. Senate,,Republican,Scott Milne,186
Windsor,ROYALTON,U.S. Senate,,Republican,Scott Milne,525
Windsor,SHARON,U.S. Senate,,Republican,Scott Milne,279
Windsor,SPRINGFIELD,U.S. Senate,,Republican,Scott Milne,1455
Windsor,STOCKBRIDGE,U.S. Senate,,Republican,Scott Milne,156
Windsor,WEATHERSFIELD,U.S. Senate,,Republican,Scott Milne,638
Windsor,WEST WINDSOR,U.S. Senate,,Republican,Scott Milne,225
Windsor,WESTON,U.S. Senate,,Republican,Scott Milne,118
Windsor,WINDSOR,U.S. Senate,,Republican,Scott Milne,485
Windsor,WOODSTOCK,U.S. Senate,,Republican,Scott Milne,564
Addison,ADDISON,U.S. Senate,,,Write-in,0
Addison,BRIDPORT,U.S. Senate,,,Write-in,8
